Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1973,1973,°C,1.503,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1974,1974,°C,1.455,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1975,1975,°C,-0.771,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1976,1976,°C,0.68,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1977,1977,°C,0.734,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1978,1978,°C,0.6,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1979,1979,°C,1.053,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1980,1980,°C,0.048,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1981,1981,°C,2.071,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1982,1982,°C,0.879,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1983,1983,°C,1.121,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1984,1984,°C,0.483,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1985,1985,°C,1.454,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1986,1986,°C,2.152,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1987,1987,°C,1.128,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1988,1988,°C,1.062,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1989,1989,°C,0.94,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1990,1990,°C,2.279,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1991,1991,°C,1.295,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1992,1992,°C,1.899,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1993,1993,°C,1.033,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1994,1994,°C,1.486,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1995,1995,°C,0.827,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1996,1996,°C,-0.037,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1997,1997,°C,1.526,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1998,1998,°C,1.279,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,1999,1999,°C,0.741,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2000,2000,°C,3.033,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2001,2001,°C,0.494,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2002,2002,°C,0.065,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2003,2003,°C,1.204,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2004,2004,°C,2.912,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2005,2005,°C,1.45,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2006,2006,°C,0.62,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2007,2007,°C,2.016,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2008,2008,°C,0.696,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2009,2009,°C,0.678,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2010,2010,°C,1.222,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2011,2011,°C,1.254,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2012,2012,°C,3.693,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2013,2013,°C,0.18,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2014,2014,°C,0.27,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2015,2015,°C,2.548,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2016,2016,°C,3.808,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2017,2017,°C,1.862,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2018,2018,°C,1.669,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2019,2019,°C,1.437,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2020,2020,°C,2.565,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7003,March,2021,2021,°C,2.039,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1961,1961,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1962,1962,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1963,1963,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1964,1964,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1965,1965,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1966,1966,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1967,1967,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1968,1968,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1969,1969,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1970,1970,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1971,1971,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1972,1972,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1973,1973,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1974,1974,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1975,1975,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1976,1976,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1977,1977,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1978,1978,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1979,1979,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1980,1980,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1981,1981,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1982,1982,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1983,1983,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1984,1984,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1985,1985,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1986,1986,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1987,1987,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1988,1988,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1989,1989,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1990,1990,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1991,1991,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1992,1992,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1993,1993,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1994,1994,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1995,1995,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1996,1996,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1997,1997,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1998,1998,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,1999,1999,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2000,2000,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2001,2001,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2002,2002,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2003,2003,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2004,2004,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2005,2005,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2006,2006,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2007,2007,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2008,2008,°C,1.107,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7003,March,2009,2009,°C,1.107,Fc,Calculated data
